kep_id,num_points,time_span,mean_flux,median_flux,std_flux,max_flux,min_flux,range_flux,koi_period,koi_duration,koi_depth,koi_prad,koi_ror,koi_dor,koi_sma,koi_impact,koi_model_snr,koi_insol,koi_teq,koi_steff,koi_slogg,koi_srad,label
5471688,54969,1238.6038095034382,0.9999981094346576,1.0,0.0006304885607492,1.0257645845413208,0.9961267709732056,0.0296378135681152,6.69548172,4.8685,113.85,0.7949999999999999,0.009948499999999999,7.8385,0.05785,0.41315,12.899999999999999,985.165,1200.5,5947.5,4.619,0.731,0
10125352,65262,1470.4624652333005,0.9999421279295072,1.0,0.0005185635063301,1.0106457471847534,0.9952954649925232,0.0153502821922302,4.288515468,2.2959,3456.7,76.51,0.349955,6.14,0.0534,1.283,292.1,2081.57,1722.0,6378.0,3.878,2.002,0
7222086,65265,1470.4623101385805,1.00000074799377,1.0,0.0002990761694359,1.0040278434753418,0.996091902256012,0.0079359412193298,2.43902575,1.1598,82.5,2.61,0.008574,14.24,0.0436,0.483,20.5,6700.04,2307.0,6546.0,3.817,2.784,0
5375194,51814,1459.488900105578,0.9997669572953428,1.0,0.0047519203625648,1.028497338294983,0.9799827933311462,0.0485145449638366,13.52252364,3.987,690.6,2.11,0.02369,25.94,0.1063,0.216,22.4,42.82,652.0,5338.0,4.557,0.816,1
8299955,65263,1470.4623615036107,0.9999935180864388,1.0,0.0002458154705642,1.006006956100464,0.9983726143836976,0.0076343417167663,2.6827683,2.957,79.8,1.19,0.008932,4.61,0.0378,0.769,26.7,1366.57,1551.0,6180.0,4.262,1.223,0
12069414,54969,1238.603183324165,1.0000116884015515,1.0,0.0005403142688748,1.0485683679580688,0.9966194033622742,0.0519489645957946,0.589458602,0.8278,158.4,0.98,0.011524,5.514,0.0124,0.086,17.3,2736.51,1848.0,5286.0,4.517,0.776,0
11560397,64792,1459.489271330509,1.0000032495175089,1.0,0.0002018222184578,1.0106688737869265,0.9965124130249025,0.0141564607620239,0.527673051,1.631,28.3,1.43,0.004956,2.502,0.0143,0.216,13.5,63629.23,4056.0,6762.0,3.738,2.637,0
4933476,51814,1459.4888885792095,0.999935545109219,1.0,0.0091320225525587,1.0733892917633057,0.9731826186180116,0.1002066731452941,1.28619671,1.114,137.2,1.27,0.012568,4.61,0.0212,0.874,5.9,1740.01,1646.0,5650.0,4.391,0.926,0
2854914,64795,1459.4888377925015,1.000000723094169,1.0,0.0002540292107956,1.013291835784912,0.9974629282951356,0.0158289074897766,54.69020628,5.5751,458.75,2.605,0.019499,71.55499999999999,0.2781,0.036000000000000004,39.150000000000006,33.345,583.0,5952.0,4.287,1.225,1
7198648,64794,1459.489017654465,0.9996574253048996,1.0,0.005309819446062,1.0559391975402832,0.9791139364242554,0.0768252611160278,0.566799833,5.543,198.0,1.27,0.014788,1.028,0.0128,0.851,54.0,3084.6,1900.0,5488.0,4.584,0.789,0
6521526,54966,1238.6044031988497,0.9975428820020728,1.0,0.0247582998595472,1.134279489517212,0.9255968332290648,0.2086826562881469,103.039788,14.197,1370.0,2.05,0.032293,57.2,0.3592,0.039,15.9,0.46,210.0,3749.0,4.674,0.581,0
3644631,64796,1459.488872236885,1.0000117971598126,1.0,0.0005950128594843,1.0280660390853882,0.9975200295448304,0.0305460095405578,358.96247,23.49,670.8,2.37,0.023964,108.8,0.9901,0.424,12.1,0.81,242.0,5743.0,4.527,0.904,0
8750503,64798,1459.489106109504,1.0000022993937272,1.0,0.0011172678032743,1.037441611289978,0.993008017539978,0.04443359375,11.9283194,6.69,182.5,0.98,0.01201,13.78,0.0916,0.052,10.6,37.8,632.0,5010.0,4.545,0.75,0
4459068,65263,1470.4622635518754,0.9999959679347882,1.0,0.0003651696014547,1.0026408433914185,0.9941189289093018,0.0085219144821167,24.9559985,2.76331,4856.1,36.91,0.112001,34.08,0.2108,0.996,555.6,1011.42,1438.0,8617.0,3.78,3.018,0
10140843,65283,1470.4624302152224,1.0000010474980148,1.0,0.000200543684831,1.0096490383148191,0.9979458451271056,0.0117031931877136,367.19796,15.92,146.1,1.08,0.011111,177.6,0.9925,0.0858,10.7,0.96,253.0,6054.0,4.525,0.889,0
10214873,64793,1459.489166250547,0.99970174107408,1.0,0.0069645572655321,1.0221543312072754,0.9670992493629456,0.0550550818443298,5.959695593,1.8383,151.2,1.13,0.011755,19.706945,0.064,0.626,4.7,182.4,937.0,5717.0,4.538,0.884,0
9030537,64793,1459.4890858271465,0.999992070265876,1.0,0.0008921536064006,1.0296307802200315,0.9952244758605956,0.034406304359436,62.5613879,5.907,1372.6,3.54,0.038618,49.2,0.3017,0.842,35.0,7.13,417.0,5662.0,4.56,0.84,1
7661065,64792,1459.4891503739273,0.9995713929632724,1.0,0.0038213792416669,1.0228501558303833,0.9817127585411072,0.0411373972892761,4.150297119,1.2058,593.4,3.03,0.032359,9.26,0.0486,0.971,24.2,218.44,981.0,5290.0,4.519,0.858,0
6442340,65263,1470.462307388938,1.0000033387049092,1.0,0.0001921156547654,1.012256741523743,0.9988328218460084,0.0134239196777343,13.13747785,4.8655,106.9,1.32,0.010595,12.71,0.1084,0.816,25.6,109.68,825.0,5762.0,4.314,1.143,1
9532421,28677,642.551396079456,0.9995770667284924,1.0,0.0059932349541683,1.0496487617492676,0.9610137939453124,0.088634967803955,4.309067482,2.21,23647.0,101.41,1.176969,13.2,0.0474,1.993,82.0,142.6,882.0,4897.0,4.526,0.789,0
9272070,64792,1459.489168260472,1.0000144677294862,1.0,0.000539681305912,1.043012261390686,0.9975619316101074,0.0454503297805786,8.10503551,4.459,209.9,1.45,0.013451,13.21,0.0805,0.353,16.5,199.74,959.0,6201.0,4.472,0.989,1
9636559,30158,684.1354011205767,0.9969130298216026,1.0,0.0211716964835667,1.0663371086120603,0.7737342119216919,0.2926028966903686,10.63630585,5.17212,216060.0,64.91,0.441963,21.794,0.0977,0.398,1419.0,358.62,1110.0,6781.0,4.221,1.345,0
6523216,65263,1470.4623073924597,0.9995753523556832,1.0,0.0029444796884672,1.012410044670105,0.9777182340621948,0.0346918106079101,14.31315739,8.90236,21567.0,34.98,0.134636,13.9516,0.117,0.004,4262.9,404.48,1144.0,5750.0,3.703,2.379,0
11513486,63171,1421.2363303427337,0.9999449118759292,1.0,0.0015225447417117,1.037787914276123,0.9861263632774352,0.0516615509986877,6.64754478,1.961,289.3,1.72,0.015634,25.6,0.0717,0.235,12.4,235.89,999.0,6046.0,4.478,1.007,1
8226720,64793,1459.4890901004185,1.000002655698641,1.0,0.0002572195307157,1.0171496868133545,0.998306393623352,0.0188432931900024,391.33068,12.37,277.2,1.68,0.015737,212.5,1.0467,0.508,10.3,1.33,274.0,6428.0,4.457,0.977,0
8025718,64794,1459.489065779424,1.000003415832594,1.0,0.00024813161265,1.0085526704788208,0.99853515625,0.0100175142288208,371.18648,19.929,317.9,2.06,0.016373,144.1,1.0309,0.0845,18.1,1.68,291.0,6231.0,4.34,1.152,0
6049190,64793,1459.4889431791162,1.0000087091094938,1.0,0.0003247558632438,1.0122014284133911,0.9978586435317992,0.0143427848815917,70.468171,6.653,922.4,3.46,0.027996,83.15,0.3512,0.031,45.0,16.17,511.0,6461.0,4.396,1.131,1
6291837,65262,1470.4622933022329,0.999984196421452,1.0,0.000288860137402,1.0029594898223877,0.9984937310218812,0.0044657588005065,35.5969684,6.691,684.5,3.72,0.028165,20.6,0.2178,0.895,52.5,41.06,646.0,6212.0,4.309,1.209,1
10329469,64791,1459.4892385430503,1.0000090427746495,1.0,0.0005796609000848,1.0175892114639282,0.9965602159500122,0.021028995513916,55.8224775,5.457,879.6,2.13,0.026492,80.19,0.2663,0.031,23.7,4.85,379.0,5162.0,4.611,0.736,1
7118545,64794,1459.489007831762,0.9964876926539176,1.0,0.0258750264824817,1.0170272588729858,0.742002546787262,0.2750247120857239,14.79721916,7.61037,252700.0,47.71,0.469276,21.7165,0.1176,0.157,7795.3,90.8,787.0,6343.0,4.495,0.931,0
7455981,64794,1459.4889959465072,1.000003092967202,1.0,0.0001721026579679,1.0101910829544067,0.9988139271736144,0.0113771557807922,14.4540329,7.183,79.7,0.72,0.008382,13.28,0.1038,0.522,17.2,49.51,676.0,5559.0,4.496,0.79,1
11177676,51503,1459.4893262690966,0.9999912904771378,1.0,0.0006383922456243,1.0240799188613892,0.9969423413276672,0.0271375775337219,47.0320478,5.892,367.8,1.98,0.017222,61.25,0.2447,0.161,13.7,13.83,492.0,5370.0,4.337,1.055,1
4736439,64794,1459.4889392211553,1.0000005694389726,1.0,0.000455601196018,1.0126789808273315,0.9974383115768432,0.0152406692504882,194.896925,2.504,557.4,8.98,0.022201,520.0,0.6063,0.5298,8.8,25.77,575.0,5269.0,3.193,3.706,0
6891543,64797,1459.4889461699277,0.999890648521354,1.0,0.0031236232461238,1.0189955234527588,0.9872896671295166,0.0317058563232421,1.752567456,5.4993,607.3,26.56,0.244198,1.374,0.0283,1.218,92.2,1202.54,1502.0,5739.0,4.433,0.996,0
10363300,51735,1459.4891423587906,0.9890813985100873,1.0,0.0318811234249668,1.0501116514205933,0.8282656669616699,0.2218459844589233,0.934926138,3.1925,131940.0,58.67,0.498378,2.9075,0.0195,0.905,1149.3,3455.76,1957.0,5962.0,4.423,1.078,0
7749773,65263,1470.4623498104193,1.0000062764038915,1.0,0.0001936338378326,1.0035817623138428,0.9983071088790894,0.0052746534347534,13.7872627,5.747,75.1,1.55,0.009753,7.65,0.1151,0.921,23.9,150.64,894.0,5691.0,4.139,1.458,1
8938937,64792,1459.4891704492838,1.00001410365101,1.0,0.0008426947167762,1.0679115056991575,0.99544095993042,0.0724705457687377,37.1083458,4.112,366.5,1.71,0.018237,56.1,0.2162,0.612,7.9,13.84,492.0,5591.0,4.559,0.86,0
8107380,64794,1459.4890309470356,0.999999452914839,1.0,0.0002256172474715,1.0097506046295166,0.9987602829933168,0.0109903216361999,14.00640392,4.6919,716.4,3.11,0.025312,19.48,0.1126,0.568,109.3,100.09,807.0,5788.0,4.323,1.124,1
11874577,64795,1459.489267998135,1.0000111021039957,1.0,0.0004965035619793,1.0292638540267944,0.9977236390113832,0.0315402150154113,34.4585495,7.434,431.0,1.88,0.019948,28.5,0.2039,0.626,23.7,23.05,559.0,6161.0,4.545,0.862,1
10030778,41907,1238.603194844858,0.9999304972918812,1.0,0.0013916567883566,1.077439308166504,0.9849438667297364,0.0924954414367675,29.47316279,6.4327,12568.0,48.98,0.500076,22.06,0.1864,1.362,179.3,24.07,565.0,5838.0,4.529,0.897,0
7778621,64797,1459.4889870439,0.9999958927554808,1.0,0.000472882011618,1.017472743988037,0.99787700176239,0.0195957422256469,7.28171395,1.723,111.6,2.59,0.013154,10.88,0.0735,0.956,14.4,329.68,1086.0,4970.0,3.924,1.806,1
9394920,16212,366.4560469480275,1.0009915111735812,1.0000000596046448,0.0040326822304986,1.0118262767791748,0.9937372207641602,0.0180890560150146,1.38385822,1.0,444.1,2.51,0.021816,14.94,0.08399999999999999,0.545,23.4,234049.39,906.0,5780.0,4.438,1.0,0
11253827,65264,1470.4624616802466,0.9998338352765528,1.0,0.0077628654187544,1.0190402269363403,0.9728212356567384,0.046218991279602,65.7522649,5.7737,1819.3999999999999,4.01,0.038858000000000004,78.47,0.3058,0.4425,48.6,9.9,443.0,5593.0,4.45,0.945,1
5613330,65266,1470.46229241557,1.0000001122703612,1.0,0.0001715723942905,1.0037343502044678,0.9983695149421692,0.0053648352622985,16.82936587,7.46035,176.15,1.815,0.01091,16.455,0.1389,0.203,38.85,197.18,930.0,6188.0,4.196,1.524,1
5903312,65267,1470.46226974194,0.9999652628674548,1.0,0.001640412426949,1.007115364074707,0.9918968081474304,0.0152185559272766,1.16015259,1.3433,170.2,1.4,0.013013,4.58,0.0213,0.748,48.4,2229.29,1751.0,5842.0,4.433,0.985,0
5648449,65267,1470.4622627025092,1.0000579381138115,1.0,0.0152463336247962,1.0429084300994873,0.957593023777008,0.0853154063224792,4.348866254,3.2797,625.6,2436.69,0.219949,3.11,0.062,1.187,56.3,401588.95,6421.0,3598.0,0.65,101.451,0
8745553,31350,1388.193947420055,1.0000034376555842,1.0,0.0001777507454544,1.006143569946289,0.9993126392364502,0.0068309307098388,62.134919,8.711,147.5,6.71,0.012505,31.9,0.3875,0.827,10.6,172.96,925.0,5889.0,3.358,4.912,1
8313697,54965,1238.6036208666992,1.0000100305502684,1.0,0.0006654698552681,1.0328012704849243,0.9963034391403198,0.0364978313446044,224.0258992,2.93,444.1,2.51,0.021816,14.94,0.08399999999999999,0.545,23.4,168.45,906.0,5780.0,4.438,1.0,0
10462462,3106,66.96100075064896,0.9952907407583148,1.0,0.0143660564816859,1.050573229789734,0.9591032862663268,0.0914699435234069,0.85581563,10.27,444.1,2.51,0.021816,14.94,0.08399999999999999,0.545,23.4,168.45,906.0,5780.0,4.438,1.0,0
7212722,64794,1459.4889827879524,0.9873421470050984,1.0,0.0449954678093252,2.118595838546753,0.4777208864688873,1.6408749520778656,2.316171991,4.03025,251480.0,49.53,0.570473,6.265,0.0328,0.7,2338.3,651.03,1288.0,5932.0,4.58,0.795,0
7281229,63170,1421.2359645428296,1.000012099386224,1.0,0.0007590731524972,1.0389087200164795,0.9911639094352722,0.0477448105812072,0.566813319,3.752,129.1,23.19,0.206142,1.213,0.014,1.196,17.0,6742.52,2313.0,6108.0,4.466,1.03,0
11812199,64796,1459.489305649091,0.999965257775718,1.0,0.000526471782437,1.0294325351715088,0.9944291114807128,0.0350034236907959,37.32030954,6.9616,4325.0,36.96,0.360084,18.61,0.2209,1.282,171.3,19.77,538.0,5910.0,4.505,0.94,0
11824218,60687,1459.489262133815,0.9999577845740112,1.0,0.0016458384489203,1.0130773782730105,0.99090838432312,0.0221689939498901,15.84131693,1.8156,2617.7,670.04,0.311548,27.1,0.1883,1.247,38.2,6085.07,2252.0,4993.0,2.399,19.695,0
5895588,54969,1238.6038533811295,0.9996969579867442,1.0,0.0057356262190271,1.069420337677002,0.9774271845817566,0.0919931530952453,0.849277809,3.137,690.8,20.11,0.21591,1.316,0.0173,1.187,17.1,2366.84,1781.0,5743.0,4.553,0.853,0
7455553,64794,1459.4889970905206,0.9999763536818268,1.0,0.0003448880040426,1.0036531686782837,0.996894359588623,0.0067588090896606,3.258249472,2.6358,1643.5,79.23,0.307288,3.4,0.0489,1.264,202.0,4234.38,2057.0,6712.0,3.859,2.361,0
5308663,54970,1238.6036081006823,1.000012838710367,1.0,0.0009035281478955,1.0611324310302734,0.9881179332733154,0.073014497756958,10.426218826,3.84915,534.1,13.865,0.1404875,9.0555,0.0804,1.0415,29.1,1739.2099999999998,1307.0,5997.0,4.522,0.904,0
6199716,54969,1238.6046026607291,1.0000187831195724,1.0,0.0007347678359322,1.0518332719802856,0.996677577495575,0.0551556944847106,0.805267592,0.887,146.6,1.35,0.011222,7.01,0.0179,0.082,9.8,5216.79,2165.0,6268.0,4.429,1.1,0
9579860,65261,1470.4624251562782,0.9999978669042892,1.0,0.0005290793232161,1.0035738945007324,0.9965189695358276,0.0070549249649047,2.151214629,2.226,332.6,14.54,0.016279,7.33,0.0332,0.235,28.5,27604.18,3287.0,4748.0,2.635,8.179,0
4769824,54969,1238.603922725575,1.0000156896115089,1.0,0.0006641777116058,1.0137614011764526,0.995006263256073,0.0187551379203796,21.926779,10.05,198.6,1.26,0.013288,14.29,0.1514,0.542,10.5,34.52,618.0,5853.0,4.544,0.868,0
8429450,65263,1470.462369403191,0.9728415821533564,1.0,0.0763989750825931,1.0201022624969482,0.6240447759628296,0.3960574865341186,1.352576807,5.49531,317480.0,161.02,0.612852,3.0031,0.027,0.616,1365.1,15932.27,2866.0,6881.0,3.831,2.406,0
10470993,64814,1459.4891993866404,1.0000007788635144,1.0,0.000364263282004,1.0259573459625244,0.998147428035736,0.0278099179267883,0.93374417,3.385,31.3,0.64,0.005177,2.133,0.0197,0.277,9.9,4835.58,2126.0,6363.0,4.399,1.131,0
10471204,64814,1459.4891987755473,1.0000121345728077,1.0,0.0006734281536909,1.0412414073944092,0.9958932399749756,0.0453481674194335,0.93371631,4.344,61.3,0.7,0.007237,1.664,0.0186,0.401,10.3,2180.39,1743.0,5734.0,4.538,0.883,0
5812701,65266,1470.4622694368445,0.9998923392003304,1.0,0.0010737661767628,1.002855896949768,0.9899185299873352,0.0129373669624328,17.85522168,7.41287,9065.2,13.16,0.08815,19.986,0.1491,0.075,915.7,163.04,911.0,6823.0,4.308,1.367,1
5460835,51814,1459.48890406626,0.9991770157279984,1.0,0.0093410059288205,1.025295615196228,0.8553513288497925,0.1699442863464355,21.53926924,5.32432,143750.0,53.0,0.520189,37.69925,0.1503,0.908,2642.2,48.89,674.0,6136.0,4.487,0.933,0
8453214,54969,1238.6033461680709,0.9997914266080138,1.0,0.003503302196913,1.037869572639465,0.9705199599266052,0.0673496127128601,5.77676732,6.822,5794.8,26.2,0.372037,3.56,0.0542,1.273,74.1,47.55,670.0,4401.0,4.621,0.645,0
10089911,52201,1470.462412208275,0.9999982091887756,1.0,0.0003689971708887,1.0101196765899658,0.9981846809387208,0.0119349956512451,9.28799218,3.3434999999999997,206.64999999999998,26.29,0.068202,6.130000000000001,0.1043,1.0055,13.65,1763.045,1635.0,6303.0,3.595,3.53,1
11818872,65263,1470.4624934352903,0.9999594268909812,1.0,0.0010259176803089,1.0101138353347778,0.9934471845626832,0.0166666507720947,12.7372371,3.358,100.8,0.87,0.009176,27.3,0.1021,0.364,12.9,55.82,697.0,5420.0,4.502,0.868,1
10514430,64792,1459.4893237858414,0.9999965232411628,1.0,0.0002039487551107,1.0030007362365725,0.993553638458252,0.0094470977783203,20.71927223,4.0388,224.6,2.51,0.014853,27.1,0.1475,0.744,36.0,105.78,818.0,5729.0,4.058,1.545,0
7592339,65261,1470.4623666442494,0.999999689383821,1.0,0.0001474283549495,1.006726622581482,0.9975742101669312,0.0091524124145507,229.948531,1.813,154.2,1.09,0.011607,920.0,0.7177,0.35,6.1,1.93,301.0,6225.0,4.537,0.861,0
9673173,64797,1459.4890950239133,0.9983588941509692,1.0,0.0124071263393678,1.048958659172058,0.8704942464828491,0.1784644126892089,21.29473387,7.60143,123180.0,71.55,0.51272,25.101,0.1524,0.957,2674.6,83.71,771.0,6039.0,4.242,1.278,0
4932442,51813,1459.4888906543856,1.000002580255427,1.0,0.0002329672944105,1.0091328620910645,0.9985561370849608,0.0105767250061035,6.423795719999999,2.585,101.8,1.385,0.0103195,43.005,0.06985,0.4968,11.450000000000001,356.135,1108.0,6027.5,4.3134999999999994,1.2165,1
7137213,65265,1470.4623084859195,0.999992741752491,1.0,0.0005526271037022,1.0063247680664062,0.9972488880157472,0.0090758800506591,28.64338839,1.2246,624.3,5.82,0.030138,63.1,0.1917,0.968,23.1,136.32,871.0,6507.0,4.002,1.767,0
5297298,65266,1470.4622563697194,0.9999446119778996,1.0,0.0009253630091536,1.0127164125442505,0.9856793880462646,0.0270370244979858,34.19360031,5.41382,13715.0,21.95,0.112571,44.426,0.2155,0.625,1405.6,86.74,778.0,6129.0,3.991,1.786,0
6029130,64792,1459.489011500751,0.9948975883901732,1.0,0.0331045543976863,1.0319241285324097,0.6803680658340454,0.3515560626983642,12.59165638,5.53385,302580.0,49.21,0.596057,25.522,0.0999,0.629,3990.5,40.23,642.0,5293.0,4.604,0.756,0
4678919,64797,1459.4888555050493,0.9999597104290748,1.0,0.0024605814425421,1.0163426399230957,0.9896485209465028,0.026694118976593,1.87885327,3.302,120.9,0.97,0.010341,3.85,0.0291,0.513,12.1,922.49,1406.0,5851.0,4.534,0.863,0
10491525,52204,1470.4624226449089,1.0000028212005063,1.0,0.0001766805505862,1.01089608669281,0.9990854263305664,0.0118106603622436,1.09844642,1.528,45.0,1.73,0.006626,3.91,0.0224,0.727,15.1,17139.77,2921.0,6403.0,3.772,2.391,0
9828127,64791,1459.4891738306396,1.00000811416996,1.0,0.000481146683028,1.0173428058624268,0.9948030114173888,0.0225397944450378,25.0407319,4.8655,222.4,1.325,0.013358,38.285,0.16360000000000002,0.217,14.05,28.259999999999998,580.0,5505.0,4.501,0.909,1
2163226,64795,1459.4888189699486,1.0000127241598418,1.0,0.0005934804923815,1.0360560417175293,0.9960458874702454,0.0400101542472839,452.10093,12.69,464.0,2.08,0.019881,276.0,1.135,0.1063,6.2,0.99,254.0,6276.0,4.456,0.956,0
11199233,54967,1238.6032937450873,0.9994518040281278,1.0,0.0069282030503091,1.0250344276428225,0.9377885460853576,0.0872458815574646,386.2240091,4.93,444.1,2.51,0.021816,14.94,0.08399999999999999,0.545,23.4,168.45,906.0,5780.0,4.438,1.0,0
10933561,52202,1470.462443022523,1.000000509290758,1.0,0.0001539698283406,1.006458044052124,0.998570442199707,0.0078876018524169,19.823896605,4.8916,252.8,2.38,0.0155725,20.235,0.1371,0.7285,44.650000000000006,161.785,852.0,5611.0,4.144,1.4,1
9907129,51732,1459.489124221618,1.0000125604748569,1.0,0.0004883169080535,1.0602189302444458,0.9976413249969482,0.0625776052474975,9.705693,7.702,140.8,2.07,0.013675,3.76,0.0907,0.941,14.2,237.46,1001.0,5808.0,4.178,1.385,1
7732791,25047,1103.2915074281264,0.9947274751342804,1.0,0.0295322977838959,1.1141133308410645,0.8474563360214233,0.2666569948196411,1.032068851,2.1344,121990.0,44.35,0.571264,4.6,0.0179,1.014,140.0,523.01,1221.0,4387.0,4.587,0.711,0
3867615,52286,1470.4622273462228,1.0000023313172486,1.0,0.0001979276259301,1.005677580833435,0.9991984963417052,0.0064790844917297,41.44138285,5.0085,241.4,1.93,0.0140295,63.760000000000005,0.23445,0.14600000000000002,21.0,52.02,652.5,6053.0,4.279,1.26,1
1849702,64794,1459.4888802892165,1.0000071417889074,1.0,0.0004259802076448,1.017224669456482,0.9977272748947144,0.0194973945617675,39.8312536,2.442,388.8,1.46,0.017664,123.3,0.2119,0.24,15.8,7.33,420.0,5026.0,4.58,0.759,1
11188254,4441,93.4023047912342,1.000005176034604,1.0,0.0002456494459949,1.0075453519821167,0.999072790145874,0.0084725618362426,2.754024,4.15,172.2,1.68,0.012927,3.67,0.0395,0.7277,13.8,1374.41,1553.0,6419.0,4.321,1.188,0
8880123,64793,1459.4891217681798,1.0000143893144826,1.0,0.0004755694996982,1.0195575952529907,0.9938149452209472,0.0257426500320434,46.7162336,7.259,345.5,2.03,0.016994,48.3,0.2588,0.266,15.4,18.74,531.0,5856.0,4.386,1.092,1
4489844,65266,1470.4622362956145,0.999841886460352,1.0,0.0049521108357305,1.0365616083145142,0.9778034090995787,0.0587581992149353,0.822314545,3.3374,32.7,0.54,0.005316,1.832491,0.0161,0.447,3.8,3227.02,1922.0,5709.0,4.409,0.938,0
5017058,52282,1470.4622617074783,0.9892796929054246,1.0,0.0318254983024717,1.0466526746749878,0.8548572659492493,0.1917954087257385,1.161947482,4.46886,129900.0,68.69,0.431738,2.5725,0.0232,0.815,2435.4,5300.4,2174.0,6225.0,4.204,1.457,0
4914399,8635,196.97559072639703,0.999960693956871,1.0,0.0004202896187135,1.0148295164108276,0.9979110360145568,0.0169184803962707,1.23708565,5.743,803.8,36.31,0.251106,1.309,0.0234,1.222,55.3,5293.07,2174.0,6556.0,4.243,1.324,0
6461675,56339,1350.597937794635,0.9996256136970822,1.0,0.0039658842682164,1.0124481916427612,0.9732736945152284,0.0391744971275329,342.830882,3.826,450.7,10.76,0.018936,694.8,0.8985,0.0886,12.0,18.68,530.0,4994.0,2.92,5.205,0
11390109,51503,1459.48934389653,1.0000160839574637,1.0,0.0005558723788843,1.0202772617340088,0.9971024990081788,0.02317476272583,398.40957,11.486,880.3,3.33,0.027263,270.5,1.0914,0.1165,11.0,1.44,279.0,6251.0,4.378,1.119,0
12066335,64794,1459.4893003588295,0.9999772842535248,1.0,0.0021183200985242,1.0334759950637815,0.9915993213653564,0.0418766736984252,14.668391045,2.0642,1136.55,1.92,0.031369,50.46,0.09655,0.3295,33.7,9.545,440.5,4077.0,4.702,0.56,1
9838060,46631,1147.4905730676835,0.9993807776657712,1.0,0.0048233829238501,1.0670175552368164,0.9385994672775269,0.1284180879592895,23.81578356,3.7591,4856.7,8.4,0.093998,25.6,0.1571,0.958,71.0,23.2,560.0,5561.0,4.572,0.818,0
4851338,51817,1459.4888737082729,1.0000125286934205,1.0,0.0004731956197653,1.023259520530701,0.9973104596138,0.0259490609169006,1.23516416,4.713,64.6,0.92,0.007809,1.698,0.0235,0.678,13.0,2861.14,1866.0,6249.0,4.428,1.076,0
1571511,65264,1470.4622069638135,0.999638796899286,1.0,0.0026433696657635,1.0156131982803345,0.9791204929351808,0.0364927053451538,14.02245146,8.08619,20083.0,14.93,0.130221,14.778,0.1143,0.189,2707.7,101.92,810.0,6061.0,4.401,1.05,0
2857607,64795,1459.4888312881158,0.9999966556021936,1.0,0.0003975841377013,1.010624647140503,0.9981899261474608,0.0124347209930419,41.8681996,5.783,150.7,1.25,0.013675,23.2,0.2301,0.923,12.5,13.89,492.0,5852.0,4.559,0.837,1
5738634,65267,1470.462262897534,1.0000030094468892,1.0,0.0002106846943472,1.0110535621643066,0.998673379421234,0.0123801827430725,2.40435335,4.07,70.6,3.05,0.008326,3.18,0.0404,0.746,27.1,8577.88,2454.0,6103.0,3.568,3.358,0
10187159,64792,1459.4892995283226,0.9999116725510382,1.0,0.00206711757136,1.02961003780365,0.9885717034339904,0.0410383343696594,7.96431492,1.5342,746.0,2.44,0.024538,39.94,0.0734,0.189,44.3,99.42,805.0,5185.0,4.44,0.91,1
4037428,65262,1470.462282948327,0.9999001108644012,1.0,0.0051804254013736,1.0182632207870483,0.9636595845222472,0.054603636264801,4.264729569,2.2075,22672.0,29.95,0.19358,11.2,0.0495,0.924,201.6,983.86,1428.0,6052.0,4.084,1.417,0
9079915,65261,1470.4624073299783,0.9999963681965012,1.0,0.0003112670892244,1.0096385478973389,0.9985748529434204,0.0110636949539184,0.812678859,0.841,39.3,0.83,0.006146,5.64,0.0183,0.664,7.4,7917.14,2403.0,6636.0,4.349,1.236,0
12053823,51973,1470.4625342077195,1.0000035102460112,1.0,0.0002220469865844,1.009211778640747,0.9987598657608032,0.0104519128799438,28.7850347,2.102,102.9,2.5,0.009443,100.9,0.2069,0.2978,6.2,229.66,993.0,6581.0,3.824,2.42,0
10797460,64814,1459.4892205698052,0.9999789871620516,1.0,0.0009194889527113,1.032032489776611,0.9955575466156006,0.0364749431610107,31.953209135,3.7322499999999996,745.3,2.545,0.025148999999999998,51.355000000000004,0.17934999999999998,0.366,30.799999999999997,51.35,618.0,5455.0,4.467,0.927,1
5211631,65266,1470.4622536079696,1.0000042322622047,1.0,0.0001859168836597,1.0027605295181274,0.9988645315170288,0.0038959980010986,294.202469,2.36,248.2,2.61,0.014617,965.0,0.9426,0.0219,5.2,6.09,401.0,6897.0,4.121,1.635,0
10905239,64792,1459.4893199238213,0.9999653092136,1.0,0.0003166346785422,1.0156773328781128,0.9979971051216124,0.0176802277565002,4.758730593,3.898805,676.6999999999999,3.4099999999999997,0.0195945,9.031175,0.0563,0.2025,181.05,764.765,1324.5,5576.0,4.065,1.593,1
3234843,54966,1238.6047453034917,1.000010741201372,1.0,0.000897614462984,1.0366322994232178,0.9927053451538086,0.0439269542694091,20.17045356,3.474,785.0,2.54,0.026529,35.39,0.13995000000000002,0.384,19.15,56.175000000000004,671.0,5815.0,4.54,0.877,1
10342248,31497,1297.7139358689965,0.9999964633233837,1.0,0.0007193573692574,1.0294227600097656,0.99645334482193,0.0329694151878356,0.93373458,4.364,127.7,0.93,0.010647,1.558,0.018,0.574,27.8,1446.48,1573.0,5335.0,4.577,0.804,0
